image_id,0
0-9061,"[{""video_id"":0,""sequence"":53708,""video_frame"":9061,""sequence_frame"":176,""image_id"":""0-9061"",""annotations"":[]}]"
0-9062,"[{""video_id"":0,""sequence"":53708,""video_frame"":9062,""sequence_frame"":177,""image_id"":""0-9062"",""annotations"":[]}]"
0-9063,"[{""video_id"":0,""sequence"":53708,""video_frame"":9063,""sequence_frame"":178,""image_id"":""0-9063"",""annotations"":[]}]"
0-9064,"[{""video_id"":0,""sequence"":53708,""video_frame"":9064,""sequence_frame"":179,""image_id"":""0-9064"",""annotations"":[]}]"
0-9065,"[{""video_id"":0,""sequence"":53708,""video_frame"":9065,""sequence_frame"":180,""image_id"":""0-9065"",""annotations"":[]}]"
0-9066,"[{""video_id"":0,""sequence"":53708,""video_frame"":9066,""sequence_frame"":181,""image_id"":""0-9066"",""annotations"":[]}]"
0-9067,"[{""video_id"":0,""sequence"":53708,""video_frame"":9067,""sequence_frame"":182,""image_id"":""0-9067"",""annotations"":[]}]"
0-9068,"[{""video_id"":0,""sequence"":53708,""video_frame"":9068,""sequence_frame"":183,""image_id"":""0-9068"",""annotations"":[]}]"
0-9069,"[{""video_id"":0,""sequence"":53708,""video_frame"":9069,""sequence_frame"":184,""image_id"":""0-9069"",""annotations"":[]}]"
0-907,"[{""video_id"":0,""sequence"":45518,""video_frame"":907,""sequence_frame"":34,""image_id"":""0-907"",""annotations"":[]}]"
0-9070,"[{""video_id"":0,""sequence"":53708,""video_frame"":9070,""sequence_frame"":185,""image_id"":""0-9070"",""annotations"":[]}]"
0-9071,"[{""video_id"":0,""sequence"":53708,""video_frame"":9071,""sequence_frame"":186,""image_id"":""0-9071"",""annotations"":[]}]"
0-9072,"[{""video_id"":0,""sequence"":53708,""video_frame"":9072,""sequence_frame"":187,""image_id"":""0-9072"",""annotations"":[]}]"
0-9073,"[{""video_id"":0,""sequence"":53708,""video_frame"":9073,""sequence_frame"":188,""image_id"":""0-9073"",""annotations"":[]}]"
0-9074,"[{""video_id"":0,""sequence"":53708,""video_frame"":9074,""sequence_frame"":189,""image_id"":""0-9074"",""annotations"":[]}]"
0-9075,"[{""video_id"":0,""sequence"":53708,""video_frame"":9075,""sequence_frame"":190,""image_id"":""0-9075"",""annotations"":[]}]"
0-9076,"[{""video_id"":0,""sequence"":53708,""video_frame"":9076,""sequence_frame"":191,""image_id"":""0-9076"",""annotations"":[]}]"
0-9077,"[{""video_id"":0,""sequence"":53708,""video_frame"":9077,""sequence_frame"":192,""image_id"":""0-9077"",""annotations"":[]}]"
0-9078,"[{""video_id"":0,""sequence"":53708,""video_frame"":9078,""sequence_frame"":193,""image_id"":""0-9078"",""annotations"":[]}]"
0-9079,"[{""video_id"":0,""sequence"":53708,""video_frame"":9079,""sequence_frame"":194,""image_id"":""0-9079"",""annotations"":[]}]"
0-908,"[{""video_id"":0,""sequence"":45518,""video_frame"":908,""sequence_frame"":35,""image_id"":""0-908"",""annotations"":[]}]"
0-9080,"[{""video_id"":0,""sequence"":53708,""video_frame"":9080,""sequence_frame"":195,""image_id"":""0-9080"",""annotations"":[]}]"
0-9081,"[{""video_id"":0,""sequence"":53708,""video_frame"":9081,""sequence_frame"":196,""image_id"":""0-9081"",""annotations"":[]}]"
0-9082,"[{""video_id"":0,""sequence"":53708,""video_frame"":9082,""sequence_frame"":197,""image_id"":""0-9082"",""annotations"":[]}]"
0-9083,"[{""video_id"":0,""sequence"":53708,""video_frame"":9083,""sequence_frame"":198,""image_id"":""0-9083"",""annotations"":[]}]"
0-9084,"[{""video_id"":0,""sequence"":53708,""video_frame"":9084,""sequence_frame"":199,""image_id"":""0-9084"",""annotations"":[]}]"
0-9085,"[{""video_id"":0,""sequence"":53708,""video_frame"":9085,""sequence_frame"":200,""image_id"":""0-9085"",""annotations"":[]}]"
0-9086,"[{""video_id"":0,""sequence"":53708,""video_frame"":9086,""sequence_frame"":201,""image_id"":""0-9086"",""annotations"":[]}]"
0-9087,"[{""video_id"":0,""sequence"":53708,""video_frame"":9087,""sequence_frame"":202,""image_id"":""0-9087"",""annotations"":[]}]"
0-9088,"[{""video_id"":0,""sequence"":53708,""video_frame"":9088,""sequence_frame"":203,""image_id"":""0-9088"",""annotations"":[]}]"
0-9089,"[{""video_id"":0,""sequence"":53708,""video_frame"":9089,""sequence_frame"":204,""image_id"":""0-9089"",""annotations"":[]}]"
0-909,"[{""video_id"":0,""sequence"":45518,""video_frame"":909,""sequence_frame"":36,""image_id"":""0-909"",""annotations"":[]}]"
0-9090,"[{""video_id"":0,""sequence"":53708,""video_frame"":9090,""sequence_frame"":205,""image_id"":""0-9090"",""annotations"":[]}]"
0-9091,"[{""video_id"":0,""sequence"":53708,""video_frame"":9091,""sequence_frame"":206,""image_id"":""0-9091"",""annotations"":[]}]"
0-9092,"[{""video_id"":0,""sequence"":53708,""video_frame"":9092,""sequence_frame"":207,""image_id"":""0-9092"",""annotations"":[]}]"
0-9093,"[{""video_id"":0,""sequence"":53708,""video_frame"":9093,""sequence_frame"":208,""image_id"":""0-9093"",""annotations"":[]}]"
0-9094,"[{""video_id"":0,""sequence"":53708,""video_frame"":9094,""sequence_frame"":209,""image_id"":""0-9094"",""annotations"":[]}]"
0-9095,"[{""video_id"":0,""sequence"":53708,""video_frame"":9095,""sequence_frame"":210,""image_id"":""0-9095"",""annotations"":[]}]"
0-9096,"[{""video_id"":0,""sequence"":53708,""video_frame"":9096,""sequence_frame"":211,""image_id"":""0-9096"",""annotations"":[]}]"
0-9097,"[{""video_id"":0,""sequence"":53708,""video_frame"":9097,""sequence_frame"":212,""image_id"":""0-9097"",""annotations"":[]}]"
0-9098,"[{""video_id"":0,""sequence"":53708,""video_frame"":9098,""sequence_frame"":213,""image_id"":""0-9098"",""annotations"":[]}]"
0-9099,"[{""video_id"":0,""sequence"":53708,""video_frame"":9099,""sequence_frame"":214,""image_id"":""0-9099"",""annotations"":[]}]"
0-91,"[{""video_id"":0,""sequence"":40258,""video_frame"":91,""sequence_frame"":91,""image_id"":""0-91"",""annotations"":[{""x"":333,""y"":476,""width"":88,""height"":76}]}]"
0-910,"[{""video_id"":0,""sequence"":45518,""video_frame"":910,""sequence_frame"":37,""image_id"":""0-910"",""annotations"":[]}]"
0-9100,"[{""video_id"":0,""sequence"":53708,""video_frame"":9100,""sequence_frame"":215,""image_id"":""0-9100"",""annotations"":[]}]"
0-9101,"[{""video_id"":0,""sequence"":53708,""video_frame"":9101,""sequence_frame"":216,""image_id"":""0-9101"",""annotations"":[]}]"
0-9102,"[{""video_id"":0,""sequence"":53708,""video_frame"":9102,""sequence_frame"":217,""image_id"":""0-9102"",""annotations"":[]}]"
0-9103,"[{""video_id"":0,""sequence"":53708,""video_frame"":9103,""sequence_frame"":218,""image_id"":""0-9103"",""annotations"":[]}]"
0-9104,"[{""video_id"":0,""sequence"":53708,""video_frame"":9104,""sequence_frame"":219,""image_id"":""0-9104"",""annotations"":[]}]"
0-9105,"[{""video_id"":0,""sequence"":53708,""video_frame"":9105,""sequence_frame"":220,""image_id"":""0-9105"",""annotations"":[]}]"
0-9106,"[{""video_id"":0,""sequence"":53708,""video_frame"":9106,""sequence_frame"":221,""image_id"":""0-9106"",""annotations"":[]}]"
0-9107,"[{""video_id"":0,""sequence"":53708,""video_frame"":9107,""sequence_frame"":222,""image_id"":""0-9107"",""annotations"":[]}]"
0-9108,"[{""video_id"":0,""sequence"":53708,""video_frame"":9108,""sequence_frame"":223,""image_id"":""0-9108"",""annotations"":[]}]"
0-9109,"[{""video_id"":0,""sequence"":53708,""video_frame"":9109,""sequence_frame"":224,""image_id"":""0-9109"",""annotations"":[]}]"
0-911,"[{""video_id"":0,""sequence"":45518,""video_frame"":911,""sequence_frame"":38,""image_id"":""0-911"",""annotations"":[]}]"
0-9110,"[{""video_id"":0,""sequence"":53708,""video_frame"":9110,""sequence_frame"":225,""image_id"":""0-9110"",""annotations"":[]}]"
0-9111,"[{""video_id"":0,""sequence"":53708,""video_frame"":9111,""sequence_frame"":226,""image_id"":""0-9111"",""annotations"":[]}]"
0-9112,"[{""video_id"":0,""sequence"":53708,""video_frame"":9112,""sequence_frame"":227,""image_id"":""0-9112"",""annotations"":[]}]"
0-9113,"[{""video_id"":0,""sequence"":53708,""video_frame"":9113,""sequence_frame"":228,""image_id"":""0-9113"",""annotations"":[]}]"
0-9114,"[{""video_id"":0,""sequence"":53708,""video_frame"":9114,""sequence_frame"":229,""image_id"":""0-9114"",""annotations"":[]}]"
0-9115,"[{""video_id"":0,""sequence"":53708,""video_frame"":9115,""sequence_frame"":230,""image_id"":""0-9115"",""annotations"":[]}]"
0-9116,"[{""video_id"":0,""sequence"":53708,""video_frame"":9116,""sequence_frame"":231,""image_id"":""0-9116"",""annotations"":[]}]"
0-9117,"[{""video_id"":0,""sequence"":53708,""video_frame"":9117,""sequence_frame"":232,""image_id"":""0-9117"",""annotations"":[]}]"
0-9118,"[{""video_id"":0,""sequence"":53708,""video_frame"":9118,""sequence_frame"":233,""image_id"":""0-9118"",""annotations"":[]}]"
0-9119,"[{""video_id"":0,""sequence"":53708,""video_frame"":9119,""sequence_frame"":234,""image_id"":""0-9119"",""annotations"":[]}]"
0-912,"[{""video_id"":0,""sequence"":45518,""video_frame"":912,""sequence_frame"":39,""image_id"":""0-912"",""annotations"":[]}]"
0-9120,"[{""video_id"":0,""sequence"":53708,""video_frame"":9120,""sequence_frame"":235,""image_id"":""0-9120"",""annotations"":[]}]"
0-9121,"[{""video_id"":0,""sequence"":53708,""video_frame"":9121,""sequence_frame"":236,""image_id"":""0-9121"",""annotations"":[]}]"
0-9122,"[{""video_id"":0,""sequence"":53708,""video_frame"":9122,""sequence_frame"":237,""image_id"":""0-9122"",""annotations"":[]}]"
0-9123,"[{""video_id"":0,""sequence"":53708,""video_frame"":9123,""sequence_frame"":238,""image_id"":""0-9123"",""annotations"":[]}]"
0-9124,"[{""video_id"":0,""sequence"":53708,""video_frame"":9124,""sequence_frame"":239,""image_id"":""0-9124"",""annotations"":[]}]"
0-9125,"[{""video_id"":0,""sequence"":53708,""video_frame"":9125,""sequence_frame"":240,""image_id"":""0-9125"",""annotations"":[]}]"
0-9126,"[{""video_id"":0,""sequence"":53708,""video_frame"":9126,""sequence_frame"":241,""image_id"":""0-9126"",""annotations"":[]}]"
0-9127,"[{""video_id"":0,""sequence"":53708,""video_frame"":9127,""sequence_frame"":242,""image_id"":""0-9127"",""annotations"":[]}]"
0-9128,"[{""video_id"":0,""sequence"":53708,""video_frame"":9128,""sequence_frame"":243,""image_id"":""0-9128"",""annotations"":[]}]"
0-9129,"[{""video_id"":0,""sequence"":53708,""video_frame"":9129,""sequence_frame"":244,""image_id"":""0-9129"",""annotations"":[]}]"
0-913,"[{""video_id"":0,""sequence"":45518,""video_frame"":913,""sequence_frame"":40,""image_id"":""0-913"",""annotations"":[]}]"
0-9130,"[{""video_id"":0,""sequence"":53708,""video_frame"":9130,""sequence_frame"":245,""image_id"":""0-9130"",""annotations"":[]}]"
0-9131,"[{""video_id"":0,""sequence"":53708,""video_frame"":9131,""sequence_frame"":246,""image_id"":""0-9131"",""annotations"":[]}]"
0-9132,"[{""video_id"":0,""sequence"":53708,""video_frame"":9132,""sequence_frame"":247,""image_id"":""0-9132"",""annotations"":[]}]"
0-9133,"[{""video_id"":0,""sequence"":53708,""video_frame"":9133,""sequence_frame"":248,""image_id"":""0-9133"",""annotations"":[]}]"
0-9134,"[{""video_id"":0,""sequence"":53708,""video_frame"":9134,""sequence_frame"":249,""image_id"":""0-9134"",""annotations"":[]}]"
0-9135,"[{""video_id"":0,""sequence"":53708,""video_frame"":9135,""sequence_frame"":250,""image_id"":""0-9135"",""annotations"":[]}]"
0-9136,"[{""video_id"":0,""sequence"":53708,""video_frame"":9136,""sequence_frame"":251,""image_id"":""0-9136"",""annotations"":[]}]"
0-9137,"[{""video_id"":0,""sequence"":53708,""video_frame"":9137,""sequence_frame"":252,""image_id"":""0-9137"",""annotations"":[]}]"
0-9138,"[{""video_id"":0,""sequence"":53708,""video_frame"":9138,""sequence_frame"":253,""image_id"":""0-9138"",""annotations"":[]}]"
0-9139,"[{""video_id"":0,""sequence"":53708,""video_frame"":9139,""sequence_frame"":254,""image_id"":""0-9139"",""annotations"":[]}]"
0-914,"[{""video_id"":0,""sequence"":45518,""video_frame"":914,""sequence_frame"":41,""image_id"":""0-914"",""annotations"":[]}]"
0-9140,"[{""video_id"":0,""sequence"":53708,""video_frame"":9140,""sequence_frame"":255,""image_id"":""0-9140"",""annotations"":[]}]"
0-9141,"[{""video_id"":0,""sequence"":53708,""video_frame"":9141,""sequence_frame"":256,""image_id"":""0-9141"",""annotations"":[]}]"
0-9142,"[{""video_id"":0,""sequence"":53708,""video_frame"":9142,""sequence_frame"":257,""image_id"":""0-9142"",""annotations"":[]}]"
0-9143,"[{""video_id"":0,""sequence"":53708,""video_frame"":9143,""sequence_frame"":258,""image_id"":""0-9143"",""annotations"":[]}]"
0-9144,"[{""video_id"":0,""sequence"":53708,""video_frame"":9144,""sequence_frame"":259,""image_id"":""0-9144"",""annotations"":[]}]"
0-9145,"[{""video_id"":0,""sequence"":53708,""video_frame"":9145,""sequence_frame"":260,""image_id"":""0-9145"",""annotations"":[]}]"
0-9146,"[{""video_id"":0,""sequence"":53708,""video_frame"":9146,""sequence_frame"":261,""image_id"":""0-9146"",""annotations"":[]}]"
0-9147,"[{""video_id"":0,""sequence"":53708,""video_frame"":9147,""sequence_frame"":262,""image_id"":""0-9147"",""annotations"":[]}]"
0-9148,"[{""video_id"":0,""sequence"":53708,""video_frame"":9148,""sequence_frame"":263,""image_id"":""0-9148"",""annotations"":[]}]"
0-9149,"[{""video_id"":0,""sequence"":53708,""video_frame"":9149,""sequence_frame"":264,""image_id"":""0-9149"",""annotations"":[]}]"
0-915,"[{""video_id"":0,""sequence"":45518,""video_frame"":915,""sequence_frame"":42,""image_id"":""0-915"",""annotations"":[]}]"
0-9150,"[{""video_id"":0,""sequence"":53708,""video_frame"":9150,""sequence_frame"":265,""image_id"":""0-9150"",""annotations"":[]}]"
0-9151,"[{""video_id"":0,""sequence"":53708,""video_frame"":9151,""sequence_frame"":266,""image_id"":""0-9151"",""annotations"":[]}]"
0-9152,"[{""video_id"":0,""sequence"":53708,""video_frame"":9152,""sequence_frame"":267,""image_id"":""0-9152"",""annotations"":[]}]"
0-9153,"[{""video_id"":0,""sequence"":53708,""video_frame"":9153,""sequence_frame"":268,""image_id"":""0-9153"",""annotations"":[]}]"
0-9154,"[{""video_id"":0,""sequence"":53708,""video_frame"":9154,""sequence_frame"":269,""image_id"":""0-9154"",""annotations"":[]}]"
0-9155,"[{""video_id"":0,""sequence"":53708,""video_frame"":9155,""sequence_frame"":270,""image_id"":""0-9155"",""annotations"":[]}]"
0-9156,"[{""video_id"":0,""sequence"":53708,""video_frame"":9156,""sequence_frame"":271,""image_id"":""0-9156"",""annotations"":[]}]"
0-9157,"[{""video_id"":0,""sequence"":53708,""video_frame"":9157,""sequence_frame"":272,""image_id"":""0-9157"",""annotations"":[]}]"
0-9158,"[{""video_id"":0,""sequence"":53708,""video_frame"":9158,""sequence_frame"":273,""image_id"":""0-9158"",""annotations"":[]}]"
0-9159,"[{""video_id"":0,""sequence"":53708,""video_frame"":9159,""sequence_frame"":274,""image_id"":""0-9159"",""annotations"":[]}]"
0-916,"[{""video_id"":0,""sequence"":45518,""video_frame"":916,""sequence_frame"":43,""image_id"":""0-916"",""annotations"":[]}]"
0-9160,"[{""video_id"":0,""sequence"":53708,""video_frame"":9160,""sequence_frame"":275,""image_id"":""0-9160"",""annotations"":[]}]"
0-9161,"[{""video_id"":0,""sequence"":53708,""video_frame"":9161,""sequence_frame"":276,""image_id"":""0-9161"",""annotations"":[]}]"
0-9162,"[{""video_id"":0,""sequence"":53708,""video_frame"":9162,""sequence_frame"":277,""image_id"":""0-9162"",""annotations"":[]}]"
0-9163,"[{""video_id"":0,""sequence"":53708,""video_frame"":9163,""sequence_frame"":278,""image_id"":""0-9163"",""annotations"":[]}]"
0-9164,"[{""video_id"":0,""sequence"":53708,""video_frame"":9164,""sequence_frame"":279,""image_id"":""0-9164"",""annotations"":[]}]"
0-9165,"[{""video_id"":0,""sequence"":53708,""video_frame"":9165,""sequence_frame"":280,""image_id"":""0-9165"",""annotations"":[]}]"
0-9166,"[{""video_id"":0,""sequence"":53708,""video_frame"":9166,""sequence_frame"":281,""image_id"":""0-9166"",""annotations"":[]}]"
0-9167,"[{""video_id"":0,""sequence"":53708,""video_frame"":9167,""sequence_frame"":282,""image_id"":""0-9167"",""annotations"":[]}]"
0-9168,"[{""video_id"":0,""sequence"":53708,""video_frame"":9168,""sequence_frame"":283,""image_id"":""0-9168"",""annotations"":[]}]"
0-9169,"[{""video_id"":0,""sequence"":53708,""video_frame"":9169,""sequence_frame"":284,""image_id"":""0-9169"",""annotations"":[]}]"
0-917,"[{""video_id"":0,""sequence"":45518,""video_frame"":917,""sequence_frame"":44,""image_id"":""0-917"",""annotations"":[]}]"
0-9170,"[{""video_id"":0,""sequence"":53708,""video_frame"":9170,""sequence_frame"":285,""image_id"":""0-9170"",""annotations"":[]}]"
0-9171,"[{""video_id"":0,""sequence"":53708,""video_frame"":9171,""sequence_frame"":286,""image_id"":""0-9171"",""annotations"":[]}]"
0-9172,"[{""video_id"":0,""sequence"":53708,""video_frame"":9172,""sequence_frame"":287,""image_id"":""0-9172"",""annotations"":[]}]"
0-9173,"[{""video_id"":0,""sequence"":53708,""video_frame"":9173,""sequence_frame"":288,""image_id"":""0-9173"",""annotations"":[]}]"
0-9174,"[{""video_id"":0,""sequence"":53708,""video_frame"":9174,""sequence_frame"":289,""image_id"":""0-9174"",""annotations"":[]}]"
0-9175,"[{""video_id"":0,""sequence"":53708,""video_frame"":9175,""sequence_frame"":290,""image_id"":""0-9175"",""annotations"":[]}]"
0-9176,"[{""video_id"":0,""sequence"":53708,""video_frame"":9176,""sequence_frame"":291,""image_id"":""0-9176"",""annotations"":[]}]"
0-9177,"[{""video_id"":0,""sequence"":53708,""video_frame"":9177,""sequence_frame"":292,""image_id"":""0-9177"",""annotations"":[]}]"
0-9178,"[{""video_id"":0,""sequence"":53708,""video_frame"":9178,""sequence_frame"":293,""image_id"":""0-9178"",""annotations"":[]}]"
0-9179,"[{""video_id"":0,""sequence"":53708,""video_frame"":9179,""sequence_frame"":294,""image_id"":""0-9179"",""annotations"":[]}]"
0-918,"[{""video_id"":0,""sequence"":45518,""video_frame"":918,""sequence_frame"":45,""image_id"":""0-918"",""annotations"":[]}]"
0-9180,"[{""video_id"":0,""sequence"":53708,""video_frame"":9180,""sequence_frame"":295,""image_id"":""0-9180"",""annotations"":[]}]"
0-9181,"[{""video_id"":0,""sequence"":53708,""video_frame"":9181,""sequence_frame"":296,""image_id"":""0-9181"",""annotations"":[]}]"
0-9182,"[{""video_id"":0,""sequence"":53708,""video_frame"":9182,""sequence_frame"":297,""image_id"":""0-9182"",""annotations"":[]}]"
0-9183,"[{""video_id"":0,""sequence"":53708,""video_frame"":9183,""sequence_frame"":298,""image_id"":""0-9183"",""annotations"":[]}]"
0-9184,"[{""video_id"":0,""sequence"":53708,""video_frame"":9184,""sequence_frame"":299,""image_id"":""0-9184"",""annotations"":[]}]"
0-9185,"[{""video_id"":0,""sequence"":53708,""video_frame"":9185,""sequence_frame"":300,""image_id"":""0-9185"",""annotations"":[]}]"
0-9186,"[{""video_id"":0,""sequence"":53708,""video_frame"":9186,""sequence_frame"":301,""image_id"":""0-9186"",""annotations"":[]}]"
0-9187,"[{""video_id"":0,""sequence"":53708,""video_frame"":9187,""sequence_frame"":302,""image_id"":""0-9187"",""annotations"":[]}]"
0-9188,"[{""video_id"":0,""sequence"":53708,""video_frame"":9188,""sequence_frame"":303,""image_id"":""0-9188"",""annotations"":[]}]"
0-9189,"[{""video_id"":0,""sequence"":53708,""video_frame"":9189,""sequence_frame"":304,""image_id"":""0-9189"",""annotations"":[]}]"
0-919,"[{""video_id"":0,""sequence"":45518,""video_frame"":919,""sequence_frame"":46,""image_id"":""0-919"",""annotations"":[]}]"
0-9190,"[{""video_id"":0,""sequence"":53708,""video_frame"":9190,""sequence_frame"":305,""image_id"":""0-9190"",""annotations"":[]}]"
0-9191,"[{""video_id"":0,""sequence"":53708,""video_frame"":9191,""sequence_frame"":306,""image_id"":""0-9191"",""annotations"":[]}]"
0-9192,"[{""video_id"":0,""sequence"":53708,""video_frame"":9192,""sequence_frame"":307,""image_id"":""0-9192"",""annotations"":[]}]"
0-9193,"[{""video_id"":0,""sequence"":53708,""video_frame"":9193,""sequence_frame"":308,""image_id"":""0-9193"",""annotations"":[]}]"
0-9194,"[{""video_id"":0,""sequence"":53708,""video_frame"":9194,""sequence_frame"":309,""image_id"":""0-9194"",""annotations"":[]}]"
0-9195,"[{""video_id"":0,""sequence"":53708,""video_frame"":9195,""sequence_frame"":310,""image_id"":""0-9195"",""annotations"":[]}]"
0-9196,"[{""video_id"":0,""sequence"":53708,""video_frame"":9196,""sequence_frame"":311,""image_id"":""0-9196"",""annotations"":[]}]"
0-9197,"[{""video_id"":0,""sequence"":53708,""video_frame"":9197,""sequence_frame"":312,""image_id"":""0-9197"",""annotations"":[]}]"
0-9198,"[{""video_id"":0,""sequence"":53708,""video_frame"":9198,""sequence_frame"":313,""image_id"":""0-9198"",""annotations"":[]}]"
0-9199,"[{""video_id"":0,""sequence"":53708,""video_frame"":9199,""sequence_frame"":314,""image_id"":""0-9199"",""annotations"":[]}]"
0-92,"[{""video_id"":0,""sequence"":40258,""video_frame"":92,""sequence_frame"":92,""image_id"":""0-92"",""annotations"":[{""x"":328,""y"":492,""width"":90,""height"":77}]}]"
0-920,"[{""video_id"":0,""sequence"":45518,""video_frame"":920,""sequence_frame"":47,""image_id"":""0-920"",""annotations"":[]}]"
0-9200,"[{""video_id"":0,""sequence"":53708,""video_frame"":9200,""sequence_frame"":315,""image_id"":""0-9200"",""annotations"":[]}]"
0-9201,"[{""video_id"":0,""sequence"":53708,""video_frame"":9201,""sequence_frame"":316,""image_id"":""0-9201"",""annotations"":[]}]"
0-9202,"[{""video_id"":0,""sequence"":53708,""video_frame"":9202,""sequence_frame"":317,""image_id"":""0-9202"",""annotations"":[]}]"
0-9203,"[{""video_id"":0,""sequence"":53708,""video_frame"":9203,""sequence_frame"":318,""image_id"":""0-9203"",""annotations"":[]}]"
0-9204,"[{""video_id"":0,""sequence"":53708,""video_frame"":9204,""sequence_frame"":319,""image_id"":""0-9204"",""annotations"":[]}]"
0-9205,"[{""video_id"":0,""sequence"":53708,""video_frame"":9205,""sequence_frame"":320,""image_id"":""0-9205"",""annotations"":[]}]"
0-9206,"[{""video_id"":0,""sequence"":53708,""video_frame"":9206,""sequence_frame"":321,""image_id"":""0-9206"",""annotations"":[]}]"
0-9207,"[{""video_id"":0,""sequence"":53708,""video_frame"":9207,""sequence_frame"":322,""image_id"":""0-9207"",""annotations"":[]}]"
0-9208,"[{""video_id"":0,""sequence"":53708,""video_frame"":9208,""sequence_frame"":323,""image_id"":""0-9208"",""annotations"":[]}]"
0-9209,"[{""video_id"":0,""sequence"":53708,""video_frame"":9209,""sequence_frame"":324,""image_id"":""0-9209"",""annotations"":[]}]"
0-921,"[{""video_id"":0,""sequence"":45518,""video_frame"":921,""sequence_frame"":48,""image_id"":""0-921"",""annotations"":[]}]"
0-9210,"[{""video_id"":0,""sequence"":53708,""video_frame"":9210,""sequence_frame"":325,""image_id"":""0-9210"",""annotations"":[]}]"
0-9211,"[{""video_id"":0,""sequence"":53708,""video_frame"":9211,""sequence_frame"":326,""image_id"":""0-9211"",""annotations"":[]}]"
0-9212,"[{""video_id"":0,""sequence"":53708,""video_frame"":9212,""sequence_frame"":327,""image_id"":""0-9212"",""annotations"":[]}]"
0-9213,"[{""video_id"":0,""sequence"":53708,""video_frame"":9213,""sequence_frame"":328,""image_id"":""0-9213"",""annotations"":[]}]"
0-9214,"[{""video_id"":0,""sequence"":53708,""video_frame"":9214,""sequence_frame"":329,""image_id"":""0-9214"",""annotations"":[]}]"
0-9215,"[{""video_id"":0,""sequence"":53708,""video_frame"":9215,""sequence_frame"":330,""image_id"":""0-9215"",""annotations"":[]}]"
0-9216,"[{""video_id"":0,""sequence"":53708,""video_frame"":9216,""sequence_frame"":331,""image_id"":""0-9216"",""annotations"":[]}]"
0-9217,"[{""video_id"":0,""sequence"":53708,""video_frame"":9217,""sequence_frame"":332,""image_id"":""0-9217"",""annotations"":[]}]"
0-9218,"[{""video_id"":0,""sequence"":53708,""video_frame"":9218,""sequence_frame"":333,""image_id"":""0-9218"",""annotations"":[]}]"
0-9219,"[{""video_id"":0,""sequence"":53708,""video_frame"":9219,""sequence_frame"":334,""image_id"":""0-9219"",""annotations"":[]}]"
0-922,"[{""video_id"":0,""sequence"":45518,""video_frame"":922,""sequence_frame"":49,""image_id"":""0-922"",""annotations"":[]}]"
0-9220,"[{""video_id"":0,""sequence"":53708,""video_frame"":9220,""sequence_frame"":335,""image_id"":""0-9220"",""annotations"":[]}]"
0-9221,"[{""video_id"":0,""sequence"":53708,""video_frame"":9221,""sequence_frame"":336,""image_id"":""0-9221"",""annotations"":[{""x"":968,""y"":280,""width"":40,""height"":35}]}]"
0-9222,"[{""video_id"":0,""sequence"":53708,""video_frame"":9222,""sequence_frame"":337,""image_id"":""0-9222"",""annotations"":[{""x"":972,""y"":282,""width"":40,""height"":35}]}]"
0-9223,"[{""video_id"":0,""sequence"":53708,""video_frame"":9223,""sequence_frame"":338,""image_id"":""0-9223"",""annotations"":[{""x"":977,""y"":284,""width"":42,""height"":40}]}]"
0-9224,"[{""video_id"":0,""sequence"":53708,""video_frame"":9224,""sequence_frame"":339,""image_id"":""0-9224"",""annotations"":[{""x"":982,""y"":291,""width"":40,""height"":32}]}]"
0-9225,"[{""video_id"":0,""sequence"":53708,""video_frame"":9225,""sequence_frame"":340,""image_id"":""0-9225"",""annotations"":[{""x"":985,""y"":292,""width"":40,""height"":32}]}]"
0-9226,"[{""video_id"":0,""sequence"":53708,""video_frame"":9226,""sequence_frame"":341,""image_id"":""0-9226"",""annotations"":[{""x"":988,""y"":293,""width"":40,""height"":32}]}]"
0-9227,"[{""video_id"":0,""sequence"":53708,""video_frame"":9227,""sequence_frame"":342,""image_id"":""0-9227"",""annotations"":[{""x"":991,""y"":294,""width"":40,""height"":32}]}]"
0-9228,"[{""video_id"":0,""sequence"":53708,""video_frame"":9228,""sequence_frame"":343,""image_id"":""0-9228"",""annotations"":[{""x"":995,""y"":296,""width"":40,""height"":32}]}]"
0-9229,"[{""video_id"":0,""sequence"":53708,""video_frame"":9229,""sequence_frame"":344,""image_id"":""0-9229"",""annotations"":[{""x"":998,""y"":297,""width"":40,""height"":32}]}]"
0-923,"[{""video_id"":0,""sequence"":45518,""video_frame"":923,""sequence_frame"":50,""image_id"":""0-923"",""annotations"":[]}]"
0-9230,"[{""video_id"":0,""sequence"":53708,""video_frame"":9230,""sequence_frame"":345,""image_id"":""0-9230"",""annotations"":[{""x"":1001,""y"":298,""width"":40,""height"":32}]}]"
0-9231,"[{""video_id"":0,""sequence"":53708,""video_frame"":9231,""sequence_frame"":346,""image_id"":""0-9231"",""annotations"":[{""x"":1005,""y"":304,""width"":40,""height"":32}]}]"
0-9232,"[{""video_id"":0,""sequence"":53708,""video_frame"":9232,""sequence_frame"":347,""image_id"":""0-9232"",""annotations"":[{""x"":1010,""y"":311,""width"":40,""height"":32}]}]"
0-9233,"[{""video_id"":0,""sequence"":53708,""video_frame"":9233,""sequence_frame"":348,""image_id"":""0-9233"",""annotations"":[{""x"":1014,""y"":318,""width"":40,""height"":32}]}]"
